locked_sample_version,video_id,transcript_id,creator,channel_id,transcript_source,language,transcript_status,text_length_bucket,included_in_locked_sample,exclusion_reason,source_file_or_table,notes
locked_artifact_sample_v1_2026-05-16,-2bPY14Omw4,-2bPY14Omw4,Ticker Symbol: YOU,UC7kCeZ53sli_9XwuQeFxLqw,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-2hPtxOR8n0,-2hPtxOR8n0,"Value Investing with Sven Carlin, Ph.D.",UCrTTBSUr0zhPU56UQljag5A,external_provider,English (auto-generated),available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-3OhlA-6z_c,-3OhlA-6z_c,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-47wA5ldJgU,-47wA5ldJgU,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,external_provider,English (auto-generated),available,gt_10000,supports_locked_event,,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-4j-dGZmRNU,-4j-dGZmRNU,Ale's World of Stocks,UCXhrqxFZbG-k8l7v-XhX3ZQ,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-5Bjd84LuwA,-5Bjd84LuwA,Dividendology,UCgCh-2AfEBtWrNBC2OoNQYg,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-5QjzFORRds,-5QjzFORRds,Dividend Bull,UCLxMEPUoHpKq4PEk85RZn9A,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-6eUvShyjS8,-6eUvShyjS8,Stock Moe,UCoMzWLaPjDJBbipihD694pQ,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-7yj-Howk_c,-7yj-Howk_c,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-8v5PiEuZ6M,-8v5PiEuZ6M,Felix & Friends,UCIJWJyNm1855PII7RZqorHQ,external_provider,English,available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-909AE2a9Fk,-909AE2a9Fk,Chris Sain,UCrTFPf6rq5OUSWb7ILW9trg,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-91XFgHEZVs,-91XFgHEZVs,Andrei Jikh,UCGy7SkBjcIAgTiwkXEtPnYg,external_provider,English,available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-9NGEGNaBOM,-9NGEGNaBOM,Learn to Invest - Investors Grow,UCSglJMvX-zSgv3PEJIE_inw,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-9OmHps9_6k,-9OmHps9_6k,Andrei Jikh,UCGy7SkBjcIAgTiwkXEtPnYg,external_provider,en,available,501_2000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-9zo5fyalqw,-9zo5fyalqw,Yahoo Finance,UCEAZeUIeJs0IjQiqTCdVSIg,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-AJRpEoilns,-AJRpEoilns,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-AYtafRw3Jc,-AYtafRw3Jc,ZipTrader,UC0BGhWsIbV7Dm-lsvhdlMbA,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-AtxEBm7naw,-AtxEBm7naw,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-BQOesOA7DQ,-BQOesOA7DQ,STOCK UP! with LARRY JONES,UCZw2iqBZShBxWy8r1fwqP8A,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-Bp-Nebg3tg,-Bp-Nebg3tg,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,external_provider,nan,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-Bq6kMf8rUA,-Bq6kMf8rUA,Felix & Friends,UCIJWJyNm1855PII7RZqorHQ,external_provider,nan,available,51_500,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-CKtDLrmAMM,-CKtDLrmAMM,STOCK UP! with LARRY JONES,UCZw2iqBZShBxWy8r1fwqP8A,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-CuK5E9EMuY,-CuK5E9EMuY,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-DJJ59eATx4,-DJJ59eATx4,"Parkev Tatevosian, CFA",UCwKB_00dPL3x5XmHF9IJCrg,external_provider,English (auto-generated),available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-Duz-B2D9qQ,-Duz-B2D9qQ,Graham Stephan,UCV6KDgJskWaEckne5aPA0aQ,external_provider,English,available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-EGq7bZ1YB0,-EGq7bZ1YB0,Joseph Carlson,UCbta0n8i6Rljh0obO7HzG9A,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-EHLwGGR8v4,-EHLwGGR8v4,Daniel Pronk,UCL-F-8nxFtFZ4M3RWkGn6Qw,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-EMynY-AdWw,-EMynY-AdWw,Daniel Pronk,UCL-F-8nxFtFZ4M3RWkGn6Qw,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-EQcD0SGeo4,-EQcD0SGeo4,Minority Mindset,UCT3EznhW_CNFcfOlyDNTLLw,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-FDS-RKuC3s,-FDS-RKuC3s,Graham Stephan,UCV6KDgJskWaEckne5aPA0aQ,external_provider,English,available,501_2000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-G6eWerOwn8,-G6eWerOwn8,The Swedish Investor,UCAeAB8ABXGoGMbXuYPmiu2A,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-GlySQJDMq0,-GlySQJDMq0,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-HCa5lNeMrs,-HCa5lNeMrs,STOCK UP! with LARRY JONES,UCZw2iqBZShBxWy8r1fwqP8A,external_provider,English (auto-generated),available,501_2000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-HGsWSZvt3I,-HGsWSZvt3I,Investing with Tom,UCG9FGwgAx9-RKq1smF1lc8w,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-HI7gS9I3qA,-HI7gS9I3qA,Chris Sain,UCrTFPf6rq5OUSWb7ILW9trg,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-HJfilEW5SU,-HJfilEW5SU,"Value Investing with Sven Carlin, Ph.D.",UCrTTBSUr0zhPU56UQljag5A,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-H_7wdr6Les,-H_7wdr6Les,Everything Money,UChBVf9YnourrEDTsbbwJPRA,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-I21YN5Hz18,-I21YN5Hz18,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-IAtgzC9VhA,-IAtgzC9VhA,"Parkev Tatevosian, CFA",UCwKB_00dPL3x5XmHF9IJCrg,external_provider,English (auto-generated),available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-IifFTUB39o,-IifFTUB39o,Everything Money,UChBVf9YnourrEDTsbbwJPRA,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-IlxdNbQ_Lo,-IlxdNbQ_Lo,Financial Education,UCnMn36GT_H0X-w5_ckLtlgQ,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-IyMvjY6rSQ,-IyMvjY6rSQ,Meet Kevin,UCUvvj5lwue7PspotMDjk5UA,youtube,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-J7RRooOZ8c,-J7RRooOZ8c,Stock Moe,UCoMzWLaPjDJBbipihD694pQ,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-J9ni7pd0Tk,-J9ni7pd0Tk,Investing with Tom,UCG9FGwgAx9-RKq1smF1lc8w,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-Kqs9UL0I-o,-Kqs9UL0I-o,Learn to Invest - Investors Grow,UCSglJMvX-zSgv3PEJIE_inw,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-LF7RJfQjgk,-LF7RJfQjgk,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-LGW34qtoDo,-LGW34qtoDo,Learn to Invest - Investors Grow,UCSglJMvX-zSgv3PEJIE_inw,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-LcE_bbP9w4,-LcE_bbP9w4,Ale's World of Stocks,UCXhrqxFZbG-k8l7v-XhX3ZQ,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-NHIsVO6cpE,-NHIsVO6cpE,STOCK UP! with LARRY JONES,UCZw2iqBZShBxWy8r1fwqP8A,external_provider,nan,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-NJoYL0DLAE,-NJoYL0DLAE,Financial Education,UCnMn36GT_H0X-w5_ckLtlgQ,external_provider,nan,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-NV2uM26Gp0,-NV2uM26Gp0,STOCK UP! with LARRY JONES,UCZw2iqBZShBxWy8r1fwqP8A,external_provider,en,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-NybGF20r84,-NybGF20r84,"Value Investing with Sven Carlin, Ph.D.",UCrTTBSUr0zhPU56UQljag5A,external_provider,English (auto-generated),available,2001_10000,supports_locked_event,,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,-O97-CgBq5E,-O97-CgBq5E,Investing with Tom,UCG9FGwgAx9-RKq1smF1lc8w,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
