event_id,video_id,ticker,company_name,creator,publish_date,recommendation_type,event_quality_score,classification_confidence,direction_confidence,ticker_disambiguation_score,evidence_verb_count,explicit_buy_sell_hold_terms,conditional_language_flag,ambiguous_language_flag,historical_discussion_flag,option_or_crypto_confusion_flag,ticker_false_positive_risk,duplicate_cluster_id,duplicate_nearby_event_count,lookahead_risk_score,low_lookahead_flag,top5_flag,evidence_excerpt_short_hash,reason_codes,confidence_bucket
435,BGVx3FzIkCg,AMZN,Amazon,The Investor Channel,2024-03-22,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,1c739a21b758045f,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
436,BGVx3FzIkCg,MSFT,Microsoft,The Investor Channel,2024-03-22,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,236944f4ea194734,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
437,BGVx3FzIkCg,TSLA,Tesla,The Investor Channel,2024-03-22,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,c4efc5715176a98e,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
438,CM4TGehCUF0,AMZN,Amazon,The Investor Channel,2024-02-23,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,578f249319ae506f,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
439,CM4TGehCUF0,MSFT,Microsoft,The Investor Channel,2024-02-23,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,4f89ada4aad4945a,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
440,CM4TGehCUF0,TSLA,Tesla,The Investor Channel,2024-02-23,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,e504e60391c6abdd,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
441,CRKqAg9YKHo,AAPL,Apple,Dividendology,2025-03-13,sell,3,75,75,90,1,sell,False,False,False,False,False,,,20,True,True,fdb1bc7178140630,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
442,CRKqAg9YKHo,AAPL,Apple,Dividendology,2025-03-13,sell,3,75,75,90,1,sell,False,False,False,False,False,,,20,True,True,cce8545c2bce9f05,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
443,CT2pUJ90wUg,NVDA,Nvidia,"Mark Roussin, CPA",2024-09-07,sell,3,75,75,90,1,sell,False,False,False,False,False,,,20,True,True,f5b581d36fb4f724,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
444,CWSl67EDADs,AMZN,Amazon,The Investor Channel,2023-10-27,sell,3,65,65,90,1,sell,False,False,False,False,False,,,70,False,True,1cfdbe3ab72476de,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
445,CySDoMyamVU,NVDA,Nvidia,Jose Najarro Stocks,2025-10-08,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,c834b5108b043d72,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
446,DZmAGPtKjPo,AMZN,Amazon,"Mark Roussin, CPA",2024-05-02,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,f94a743a61ba7128,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
447,DZmAGPtKjPo,TSLA,Tesla,"Mark Roussin, CPA",2024-05-02,sell,3,65,65,90,1,sell,False,False,False,False,False,,,70,False,True,987a640c2c1af83e,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
448,DaKIfcEqyPg,NVDA,Nvidia,Couch Investor,2025-10-09,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,edbdd636b37f51d5,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
449,DaKIfcEqyPg,CRM,nan,Couch Investor,2025-10-09,buy,4,80,80,90,1,buy,False,False,False,False,False,,,70,False,False,a8072469a8f92763,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
450,DaKIfcEqyPg,TSLA,Tesla,Couch Investor,2025-10-09,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,ea1a7c51812ec107,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
451,DaKIfcEqyPg,UBER,Uber,Couch Investor,2025-10-09,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,af9c37b9ff4315d2,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
452,DflxOfLJ8xQ,AAPL,Apple,The Investor Channel,2024-02-10,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,04be476abd597857,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
453,DflxOfLJ8xQ,AMZN,Amazon,The Investor Channel,2024-02-10,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,4c38037eb9accdd4,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
454,DflxOfLJ8xQ,NVDA,Nvidia,The Investor Channel,2024-02-10,sell,3,75,75,90,1,sell,False,False,False,False,False,,,20,True,True,23b4166397d79866,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
455,DflxOfLJ8xQ,TSLA,Tesla,The Investor Channel,2024-02-10,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,f50e74c72f4af096,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
456,DflxOfLJ8xQ,TSLA,Tesla,The Investor Channel,2024-02-10,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,a08ccc47a4da62d9,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
457,EO2vWQwk_Qo,AMD,nan,"Parkev Tatevosian, CFA",2026-04-14,sell,2,55,55,90,1,sell,True,True,False,False,False,,,20,True,True,06e48c1b00d4bbaf,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
458,EO2vWQwk_Qo,AMD,nan,"Parkev Tatevosian, CFA",2026-04-14,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,7f37af9f6def612e,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
459,ElltxVRB1i8,NVDA,Nvidia,"Mark Roussin, CPA",2024-06-27,sell,3,75,75,90,1,sell,False,False,False,False,False,,,20,True,True,effd2f5dafdf05e7,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
460,EtK8NBC96yQ,AMZN,Amazon,"Mark Roussin, CPA",2024-08-22,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,3e33d1a8a2961030,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
461,EtK8NBC96yQ,AMZN,Amazon,"Mark Roussin, CPA",2024-08-22,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,7f6f82bd2f673788,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
462,EtK8NBC96yQ,AMZN,Amazon,"Mark Roussin, CPA",2024-08-22,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,bd8823c23b26b7c7,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
463,EtK8NBC96yQ,GOOGL,Alphabet,"Mark Roussin, CPA",2024-08-22,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,331d1b35685207a5,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
464,F8lWDNujGRI,MSFT,Microsoft,Dividendology,2025-03-18,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,732df07e281e2c06,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
465,FOq2vKhUYvY,NVDA,Nvidia,"Parkev Tatevosian, CFA",2026-03-30,buy,2,55,55,90,1,buy,True,True,False,False,False,,,20,True,True,03e61fb1fdff19ff,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
466,FXHUZ-1p8Nk,NVDA,Nvidia,The Investor Channel,2024-01-22,sell,3,65,65,90,1,sell,False,False,False,False,False,,,70,False,True,e0c41905d89323eb,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
467,FcsdeRkD-OU,TSLA,Tesla,"Parkev Tatevosian, CFA",2026-04-01,sell,3,75,75,90,1,sell,False,False,False,False,False,,,20,True,True,b05212dd26dffb20,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
468,FgMYYrG6j6c,GOOGL,Alphabet,Dividendology,2025-05-09,buy,2,50,50,90,1,buy,True,True,False,False,False,,,20,True,False,738b3f8e789a6415,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
469,FyL889Uw5Vs,NVDA,Nvidia,"Mark Roussin, CPA",2024-08-29,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,eba3ba40ded0a860,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
470,GZ_5WYJCgAo,AMD,nan,Jose Najarro Stocks,2025-10-04,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,790e9f9fb3f6dbdf,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
471,Gfxx6rBsjwg,AMZN,Amazon,The Investor Channel,2024-05-11,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,d0609ffbd3420ba3,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
472,Gh_Uc-iLTbY,META,Meta,Jose Najarro Stocks,2025-11-26,sell,3,60,60,90,1,sell,False,False,False,False,False,,,70,False,False,8551fcdf53c58ebf,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
473,H4omu31OkBg,AMZN,Amazon,"Mark Roussin, CPA",2024-07-22,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,80b238d1e1d56bf7,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
474,H4omu31OkBg,AMZN,Amazon,"Mark Roussin, CPA",2024-07-22,buy,4,85,85,90,1,buy,False,False,False,False,False,,,70,False,True,3c5fe91fd6081d7f,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
475,H7CX1Oy3jsU,AMZN,Amazon,"Mark Roussin, CPA",2024-06-07,buy,2,45,45,90,1,buy,True,True,False,False,False,,,70,False,True,2439538113cfc519,proxy_quality_from_locked_manifest_no_transcript_text_exported,low
476,HXAqE8f_m1I,NVDA,Nvidia,The Investor Channel,2023-11-21,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,53232fd7ebd193b4,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
477,HXAqE8f_m1I,NVDA,Nvidia,The Investor Channel,2023-11-21,sell,3,65,65,90,1,sell,False,False,False,False,False,,,70,False,True,e3d79231cc8bb4bd,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
478,HcjSjEiIw4s,META,Meta,Daniel Pronk,2022-02-17,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,61d1eb7ee651eb90,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
479,HcjSjEiIw4s,META,Meta,Daniel Pronk,2022-02-17,sell,3,60,60,90,1,sell,False,False,False,False,False,,,70,False,False,f1d6f543a64034e4,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
480,HcjSjEiIw4s,META,Meta,Daniel Pronk,2022-02-17,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,831dc5eac30a91c7,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
481,HcjSjEiIw4s,META,Meta,Daniel Pronk,2022-02-17,buy,2,40,40,90,1,buy,True,True,False,False,False,,,70,False,False,f1edff524b21f7d3,proxy_quality_from_locked_manifest_no_transcript_text_exported,low
482,HcjSjEiIw4s,META,Meta,Daniel Pronk,2022-02-17,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,2000250409c4667c,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
483,IPZ83wMtW3o,DIS,Disney,Daniel Pronk,2023-09-01,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,86c32fc209bc83e4,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
484,IPZ83wMtW3o,DIS,Disney,Daniel Pronk,2023-09-01,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,ecd8fd07fd479247,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
485,IPZ83wMtW3o,DIS,Disney,Daniel Pronk,2023-09-01,sell,3,60,60,90,1,sell,False,False,False,False,False,,,70,False,False,eb8a63325810dcd0,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
486,IUUDPM8NXgA,GOOGL,Alphabet,"Parkev Tatevosian, CFA",2026-03-27,buy,2,40,40,90,1,buy,True,True,False,False,False,,,70,False,False,77e6ace9c977ab33,proxy_quality_from_locked_manifest_no_transcript_text_exported,low
487,IYpcxacwS2s,TSLA,Tesla,The Investor Channel,2024-03-01,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,c14b08c300dccf98,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
488,IYpcxacwS2s,TSLA,Tesla,The Investor Channel,2024-03-01,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,bc1774320be0cc37,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
489,IYpcxacwS2s,AAPL,Apple,The Investor Channel,2024-03-01,sell,3,65,65,90,1,sell,False,False,False,False,False,,,70,False,True,d6ceadca542b69e3,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
490,IYpcxacwS2s,NFLX,Netflix,The Investor Channel,2024-03-01,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,d0b9342a282500a1,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
491,IncQgF07zCE,CRM,nan,"Mark Roussin, CPA",2024-07-27,buy,3,70,70,90,1,buy,False,False,False,False,False,,,20,True,False,ecbb049f15303d33,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
492,Jtb2d9Qowx8,GOOGL,Alphabet,Dividendology,2025-03-30,buy,2,50,50,90,1,buy,True,True,False,False,False,,,20,True,False,033ebf8616db1e8d,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
493,JzGoUK4QVIk,GOOGL,Alphabet,Daniel Pronk,2022-05-26,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,2a5d3914a618d1fd,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
494,JzGoUK4QVIk,GOOGL,Alphabet,Daniel Pronk,2022-05-26,sell,3,60,60,90,1,sell,False,False,False,False,False,,,70,False,False,29dd2c939f73c573,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
495,JzGoUK4QVIk,GOOGL,Alphabet,Daniel Pronk,2022-05-26,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,99bfd43d6c0e3133,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
496,K-_qencWHxA,AMZN,Amazon,The Investor Channel,2024-01-05,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,ef0ade32aec79b6f,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
497,LAgFGbkIg3Q,AAPL,Apple,The Investor Channel,2024-01-13,sell,3,75,75,90,1,sell,False,False,False,False,False,,,20,True,True,dd9960eae450591e,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
498,LAgFGbkIg3Q,MSFT,Microsoft,The Investor Channel,2024-01-13,buy,3,70,70,90,1,buy,False,False,False,False,False,,,20,True,False,b4447219fbfd0ee7,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
499,LODkUrGJzd0,AAPL,Apple,The Investor Channel,2024-05-08,sell,3,65,65,90,1,sell,False,False,False,False,False,,,70,False,True,9878115377fea478,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
500,LX3ugn9QBCo,AMD,nan,Jose Najarro Stocks,2025-10-12,buy,5,100,100,90,1,buy,False,False,False,False,False,,,20,True,True,7a4fa6229217f9a2,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
501,LX3ugn9QBCo,AMD,nan,Jose Najarro Stocks,2025-10-12,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,b523b119dc3c2868,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
502,MQuPT2q1W94,MSFT,Microsoft,The Investor Channel,2023-12-22,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,65b73950e586bc82,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
503,MQuPT2q1W94,NVDA,Nvidia,The Investor Channel,2023-12-22,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,a9c0cf8b8a94e839,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
504,N2abqrg8TyA,GOOGL,Alphabet,The Investor Channel,2024-04-25,buy,2,40,40,90,1,buy,True,True,False,False,False,,,70,False,False,72794867a996f2c0,proxy_quality_from_locked_manifest_no_transcript_text_exported,low
505,N2e_N1nBlvA,AAPL,Apple,The Investor Channel,2024-05-03,sell,3,65,65,90,1,sell,False,False,False,False,False,,,70,False,True,332dc12bcae8a77e,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
506,N2e_N1nBlvA,TSLA,Tesla,The Investor Channel,2024-05-03,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,db3f35f2f01e5881,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
507,NGNmJILVBZo,MSFT,Microsoft,Couch Investor,2025-10-30,buy,4,80,80,90,1,buy,False,False,False,False,False,,,70,False,False,0e04a71d0874c963,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
508,NGNmJILVBZo,GOOGL,Alphabet,Couch Investor,2025-10-30,buy,4,80,80,90,1,buy,False,False,False,False,False,,,70,False,False,3e100bbd6131ea57,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
509,NGNmJILVBZo,META,Meta,Couch Investor,2025-10-30,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,cd05438bc19b7d0c,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
510,NGNmJILVBZo,META,Meta,Couch Investor,2025-10-30,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,a6507fe857d6897d,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
511,NGNmJILVBZo,NVDA,Nvidia,Couch Investor,2025-10-30,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,d157a6775682bd15,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
512,OcO4Ox388Z0,GOOGL,Alphabet,Daniel Pronk,2021-04-01,sell,3,60,60,90,1,sell,False,False,False,False,False,,,70,False,False,207210ecf34deec9,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
513,OcO4Ox388Z0,GOOGL,Alphabet,Daniel Pronk,2021-04-01,sell,3,60,60,90,1,sell,False,False,False,False,False,,,70,False,False,9450c5a2e569aaf2,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
514,OcO4Ox388Z0,AAPL,Apple,Daniel Pronk,2021-04-01,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,8450cfd1e73d360c,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
515,Ot1jMl0baYo,META,Meta,The Investor Channel,2023-10-27,sell,3,60,60,90,1,sell,False,False,False,False,False,,,70,False,False,25fbcc1a58b9af8f,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
516,Ot1jMl0baYo,AMZN,Amazon,The Investor Channel,2023-10-27,buy,2,45,45,90,1,buy,True,True,False,False,False,,,70,False,True,546e97ff2954f9fa,proxy_quality_from_locked_manifest_no_transcript_text_exported,low
517,Ot1jMl0baYo,AMZN,Amazon,The Investor Channel,2023-10-27,buy,2,45,45,90,1,buy,True,True,False,False,False,,,70,False,True,1867cd79a75a6463,proxy_quality_from_locked_manifest_no_transcript_text_exported,low
518,P6wHevNNmMU,AAPL,Apple,"Value Investing with Sven Carlin, Ph.D.",2025-12-19,sell,3,65,65,90,1,sell,False,False,False,False,False,,,70,False,True,093469d68b90c2a2,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
519,P6wHevNNmMU,AAPL,Apple,"Value Investing with Sven Carlin, Ph.D.",2025-12-19,sell,3,65,65,90,1,sell,False,False,False,False,False,,,70,False,True,67d5cb4808b08002,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
520,PmODfnAbAq0,NVDA,Nvidia,Couch Investor,2025-11-04,sell,2,45,45,90,1,sell,True,True,False,False,False,,,70,False,True,bac291636fad2495,proxy_quality_from_locked_manifest_no_transcript_text_exported,low
521,PmODfnAbAq0,NVDA,Nvidia,Couch Investor,2025-11-04,buy,4,85,85,90,1,buy,False,False,False,False,False,,,70,False,True,818720d6a2445fda,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
522,PmODfnAbAq0,META,Meta,Couch Investor,2025-11-04,sell,2,40,40,90,1,sell,True,True,False,False,False,,,70,False,False,82363321a6cd8552,proxy_quality_from_locked_manifest_no_transcript_text_exported,low
523,PmODfnAbAq0,GOOGL,Alphabet,Couch Investor,2025-11-04,sell,2,40,40,90,1,sell,True,True,False,False,False,,,70,False,False,290b6ef15003f47a,proxy_quality_from_locked_manifest_no_transcript_text_exported,low
524,Puu2pYNqcbA,AMD,nan,Jose Najarro Stocks,2025-09-27,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,c810869e36c4295d,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
525,QI1-fVa3k0Y,AAPL,Apple,"Mark Roussin, CPA",2024-03-14,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,632feba224204146,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
526,QI1-fVa3k0Y,NVDA,Nvidia,"Mark Roussin, CPA",2024-03-14,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,fc9172a62cacc16f,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
527,QMPm2uYybHQ,AAPL,Apple,The Investor Channel,2023-11-02,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,99e93bf3ec6d752c,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
528,QMPm2uYybHQ,AAPL,Apple,The Investor Channel,2023-11-02,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,2d6ae54a14583fa4,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
529,QMPm2uYybHQ,AAPL,Apple,The Investor Channel,2023-11-02,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,29d4c7484c574492,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
530,QMPm2uYybHQ,DIS,Disney,The Investor Channel,2023-11-02,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,17050c8b401c0377,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
531,QWi1PAvoDlo,MSFT,Microsoft,"Parkev Tatevosian, CFA",2026-04-12,buy,3,70,70,90,1,buy,False,False,False,False,False,,,20,True,False,575c54573663d66c,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
532,QqMTP8BgSWQ,TGT,nan,"Mark Roussin, CPA",2024-10-08,buy,4,80,80,90,1,buy,False,False,False,False,False,,,70,False,False,ba296e35ae72f96a,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
533,QuWT-ExuT-Q,AAPL,Apple,"Value Investing with Sven Carlin, Ph.D.",2026-01-01,sell,3,75,75,90,1,sell,False,False,False,False,False,,,20,True,True,8eec85c7e162c86e,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
534,R6wvd_Z8B0M,AMZN,Amazon,The Investor Channel,2024-01-26,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,7d9e3d8f083c5955,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
535,R6wvd_Z8B0M,NVDA,Nvidia,The Investor Channel,2024-01-26,buy,2,45,45,90,1,buy,True,True,False,False,False,,,70,False,True,a5746419dc82f0c3,proxy_quality_from_locked_manifest_no_transcript_text_exported,low
536,R6wvd_Z8B0M,NVDA,Nvidia,The Investor Channel,2024-01-26,buy,2,45,45,90,1,buy,True,True,False,False,False,,,70,False,True,890e5e21059a8dbf,proxy_quality_from_locked_manifest_no_transcript_text_exported,low
537,R6wvd_Z8B0M,MSFT,Microsoft,The Investor Channel,2024-01-26,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,df72d9be56b57033,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
538,RKlo_dWfxSU,AMZN,Amazon,"Parkev Tatevosian, CFA",2026-04-09,buy,2,45,45,90,1,buy,True,True,False,False,False,,,70,False,True,02b2879824a4998e,proxy_quality_from_locked_manifest_no_transcript_text_exported,low
539,Rgp84JuJ2nY,AMD,nan,Couch Investor,2025-09-18,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,f84186b476c899ac,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
540,S1ukBsrglQk,AMZN,Amazon,Daniel Pronk,2020-07-12,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,efe1584550d885a3,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
541,S1ukBsrglQk,AMZN,Amazon,Daniel Pronk,2020-07-12,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,6940158ebc8084a8,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
542,SJixRhYHKhg,AMZN,Amazon,Couch Investor,2025-09-29,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,2f40ae9e507d0a56,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
543,T-A3OfJxGz4,NVDA,Nvidia,"Parkev Tatevosian, CFA",2026-04-16,sell,3,75,75,90,1,sell,False,False,False,False,False,,,20,True,True,ac7c1fa4feb703fc,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
544,TBhc51r61aE,GOOGL,Alphabet,Daniel Pronk,2023-12-07,buy,3,60,60,90,1,buy,False,False,False,False,False,,,70,False,False,40f2c046432df27f,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
545,TZKPxgRqJgg,NVDA,Nvidia,Jose Najarro Stocks,2025-10-03,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,3444037985338abe,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
546,TcYhlMb-swE,AMZN,Amazon,The Investor Channel,2023-12-01,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,4c1d13a4fe448422,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
547,UGOgeUoo8S0,AAPL,Apple,Dividendology,2025-02-20,sell,3,65,65,90,1,sell,False,False,False,False,False,,,70,False,True,38ec5c598b820e6a,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
548,V0c9kZdpiWo,TSLA,Tesla,"Value Investing with Sven Carlin, Ph.D.",2025-11-19,buy,3,65,65,90,1,buy,False,False,False,False,False,,,70,False,True,c13eb13f87853ec2,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
549,VAHDAxRNx08,META,Meta,"Parkev Tatevosian, CFA",2026-04-11,buy,3,70,70,90,1,buy,False,False,False,False,False,,,20,True,False,4f126d0720ce72d4,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
550,VLGOO8yqgzs,NVDA,Nvidia,Jose Najarro Stocks,2025-11-22,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,d4a2d70d554bddc7,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
551,VLGOO8yqgzs,NVDA,Nvidia,Jose Najarro Stocks,2025-11-22,buy,3,75,75,90,1,buy,False,False,False,False,False,,,20,True,True,1ff89c910172e952,proxy_quality_from_locked_manifest_no_transcript_text_exported,high
552,VLGOO8yqgzs,MSFT,Microsoft,Jose Najarro Stocks,2025-11-22,buy,3,70,70,90,1,buy,False,False,False,False,False,,,20,True,False,860c7ecdd3cea5a5,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
553,VM6-KSk5TYE,PYPL,PayPal,Jose Najarro Stocks,2025-09-17,buy,3,70,70,90,1,buy,False,False,False,False,False,,,20,True,False,f4a33c893a6d3848,proxy_quality_from_locked_manifest_no_transcript_text_exported,medium
