record_type,ticker,row_count,min_date,max_date,duplicate_price_rows,uses_adjusted_close,note
valid_return_count,IWM,196,,,,,cap_1000_per_creator 1Y
valid_return_count,SECTOR,195,,,,,cap_1000_per_creator 1Y
valid_return_count,SPY,409,,,,,cap_1000_per_creator 2M
valid_return_count,QQQ,409,,,,,cap_1000_per_creator 2M
valid_return_count,IWM,409,,,,,cap_1000_per_creator 2M
valid_return_count,SECTOR,408,,,,,cap_1000_per_creator 2M
valid_return_count,SPY,453,,,,,cap_1000_per_creator 2W
valid_return_count,QQQ,453,,,,,cap_1000_per_creator 2W
valid_return_count,IWM,453,,,,,cap_1000_per_creator 2W
valid_return_count,SECTOR,451,,,,,cap_1000_per_creator 2W
valid_return_count,SPY,101,,,,,cap_1000_per_creator 2Y
valid_return_count,QQQ,101,,,,,cap_1000_per_creator 2Y
valid_return_count,IWM,101,,,,,cap_1000_per_creator 2Y
valid_return_count,SECTOR,100,,,,,cap_1000_per_creator 2Y
valid_return_count,SPY,367,,,,,cap_1000_per_creator 3M
valid_return_count,QQQ,367,,,,,cap_1000_per_creator 3M
valid_return_count,IWM,367,,,,,cap_1000_per_creator 3M
valid_return_count,SECTOR,366,,,,,cap_1000_per_creator 3M
valid_return_count,SPY,440,,,,,cap_1000_per_creator 3W
valid_return_count,QQQ,440,,,,,cap_1000_per_creator 3W
valid_return_count,IWM,440,,,,,cap_1000_per_creator 3W
valid_return_count,SECTOR,438,,,,,cap_1000_per_creator 3W
valid_return_count,SPY,277,,,,,cap_1000_per_creator 6M
valid_return_count,QQQ,277,,,,,cap_1000_per_creator 6M
valid_return_count,IWM,277,,,,,cap_1000_per_creator 6M
valid_return_count,SECTOR,276,,,,,cap_1000_per_creator 6M
valid_return_count,SPY,471,,,,,cap_1000_per_creator END_OF_SAMPLE
valid_return_count,QQQ,471,,,,,cap_1000_per_creator END_OF_SAMPLE
valid_return_count,IWM,471,,,,,cap_1000_per_creator END_OF_SAMPLE
valid_return_count,SECTOR,469,,,,,cap_1000_per_creator END_OF_SAMPLE
valid_return_count,SPY,471,,,,,cap_1000_per_creator PRE_1M
valid_return_count,QQQ,471,,,,,cap_1000_per_creator PRE_1M
valid_return_count,IWM,471,,,,,cap_1000_per_creator PRE_1M
valid_return_count,SECTOR,469,,,,,cap_1000_per_creator PRE_1M
valid_return_count,SPY,471,,,,,cap_1000_per_creator PRE_1W
valid_return_count,QQQ,471,,,,,cap_1000_per_creator PRE_1W
valid_return_count,IWM,471,,,,,cap_1000_per_creator PRE_1W
valid_return_count,SECTOR,469,,,,,cap_1000_per_creator PRE_1W
valid_return_count,SPY,471,,,,,cap_1000_per_creator PRE_3M
valid_return_count,QQQ,471,,,,,cap_1000_per_creator PRE_3M
valid_return_count,IWM,471,,,,,cap_1000_per_creator PRE_3M
valid_return_count,SECTOR,469,,,,,cap_1000_per_creator PRE_3M
valid_return_count,SPY,471,,,,,cap_100_per_creator_year 1D
valid_return_count,QQQ,471,,,,,cap_100_per_creator_year 1D
valid_return_count,IWM,471,,,,,cap_100_per_creator_year 1D
valid_return_count,SECTOR,469,,,,,cap_100_per_creator_year 1D
valid_return_count,SPY,430,,,,,cap_100_per_creator_year 1M
valid_return_count,QQQ,430,,,,,cap_100_per_creator_year 1M
valid_return_count,IWM,430,,,,,cap_100_per_creator_year 1M
valid_return_count,SECTOR,428,,,,,cap_100_per_creator_year 1M
valid_return_count,SPY,465,,,,,cap_100_per_creator_year 1W
valid_return_count,QQQ,465,,,,,cap_100_per_creator_year 1W
valid_return_count,IWM,465,,,,,cap_100_per_creator_year 1W
valid_return_count,SECTOR,463,,,,,cap_100_per_creator_year 1W
valid_return_count,SPY,196,,,,,cap_100_per_creator_year 1Y
valid_return_count,QQQ,196,,,,,cap_100_per_creator_year 1Y
valid_return_count,IWM,196,,,,,cap_100_per_creator_year 1Y
valid_return_count,SECTOR,195,,,,,cap_100_per_creator_year 1Y
valid_return_count,SPY,409,,,,,cap_100_per_creator_year 2M
valid_return_count,QQQ,409,,,,,cap_100_per_creator_year 2M
valid_return_count,IWM,409,,,,,cap_100_per_creator_year 2M
valid_return_count,SECTOR,408,,,,,cap_100_per_creator_year 2M
valid_return_count,SPY,453,,,,,cap_100_per_creator_year 2W
valid_return_count,QQQ,453,,,,,cap_100_per_creator_year 2W
valid_return_count,IWM,453,,,,,cap_100_per_creator_year 2W
valid_return_count,SECTOR,451,,,,,cap_100_per_creator_year 2W
valid_return_count,SPY,101,,,,,cap_100_per_creator_year 2Y
valid_return_count,QQQ,101,,,,,cap_100_per_creator_year 2Y
valid_return_count,IWM,101,,,,,cap_100_per_creator_year 2Y
valid_return_count,SECTOR,100,,,,,cap_100_per_creator_year 2Y
valid_return_count,SPY,367,,,,,cap_100_per_creator_year 3M
valid_return_count,QQQ,367,,,,,cap_100_per_creator_year 3M
valid_return_count,IWM,367,,,,,cap_100_per_creator_year 3M
valid_return_count,SECTOR,366,,,,,cap_100_per_creator_year 3M
valid_return_count,SPY,440,,,,,cap_100_per_creator_year 3W
valid_return_count,QQQ,440,,,,,cap_100_per_creator_year 3W
valid_return_count,IWM,440,,,,,cap_100_per_creator_year 3W
valid_return_count,SECTOR,438,,,,,cap_100_per_creator_year 3W
valid_return_count,SPY,277,,,,,cap_100_per_creator_year 6M
valid_return_count,QQQ,277,,,,,cap_100_per_creator_year 6M
valid_return_count,IWM,277,,,,,cap_100_per_creator_year 6M
valid_return_count,SECTOR,276,,,,,cap_100_per_creator_year 6M
valid_return_count,SPY,471,,,,,cap_100_per_creator_year END_OF_SAMPLE
valid_return_count,QQQ,471,,,,,cap_100_per_creator_year END_OF_SAMPLE
valid_return_count,IWM,471,,,,,cap_100_per_creator_year END_OF_SAMPLE
valid_return_count,SECTOR,469,,,,,cap_100_per_creator_year END_OF_SAMPLE
valid_return_count,SPY,471,,,,,cap_100_per_creator_year PRE_1M
valid_return_count,QQQ,471,,,,,cap_100_per_creator_year PRE_1M
valid_return_count,IWM,471,,,,,cap_100_per_creator_year PRE_1M
valid_return_count,SECTOR,469,,,,,cap_100_per_creator_year PRE_1M
valid_return_count,SPY,471,,,,,cap_100_per_creator_year PRE_1W
valid_return_count,QQQ,471,,,,,cap_100_per_creator_year PRE_1W
valid_return_count,IWM,471,,,,,cap_100_per_creator_year PRE_1W
valid_return_count,SECTOR,469,,,,,cap_100_per_creator_year PRE_1W
valid_return_count,SPY,471,,,,,cap_100_per_creator_year PRE_3M
valid_return_count,QQQ,471,,,,,cap_100_per_creator_year PRE_3M
valid_return_count,IWM,471,,,,,cap_100_per_creator_year PRE_3M
valid_return_count,SECTOR,469,,,,,cap_100_per_creator_year PRE_3M
valid_return_count,SPY,471,,,,,cap_250_per_creator 1D
valid_return_count,QQQ,471,,,,,cap_250_per_creator 1D
valid_return_count,IWM,471,,,,,cap_250_per_creator 1D
valid_return_count,SECTOR,469,,,,,cap_250_per_creator 1D
valid_return_count,SPY,430,,,,,cap_250_per_creator 1M
valid_return_count,QQQ,430,,,,,cap_250_per_creator 1M
valid_return_count,IWM,430,,,,,cap_250_per_creator 1M
valid_return_count,SECTOR,428,,,,,cap_250_per_creator 1M
valid_return_count,SPY,465,,,,,cap_250_per_creator 1W
valid_return_count,QQQ,465,,,,,cap_250_per_creator 1W
valid_return_count,IWM,465,,,,,cap_250_per_creator 1W
valid_return_count,SECTOR,463,,,,,cap_250_per_creator 1W
valid_return_count,SPY,196,,,,,cap_250_per_creator 1Y
valid_return_count,QQQ,196,,,,,cap_250_per_creator 1Y
valid_return_count,IWM,196,,,,,cap_250_per_creator 1Y
valid_return_count,SECTOR,195,,,,,cap_250_per_creator 1Y
valid_return_count,SPY,409,,,,,cap_250_per_creator 2M
valid_return_count,QQQ,409,,,,,cap_250_per_creator 2M
valid_return_count,IWM,409,,,,,cap_250_per_creator 2M
valid_return_count,SECTOR,408,,,,,cap_250_per_creator 2M
valid_return_count,SPY,453,,,,,cap_250_per_creator 2W
valid_return_count,QQQ,453,,,,,cap_250_per_creator 2W
valid_return_count,IWM,453,,,,,cap_250_per_creator 2W
valid_return_count,SECTOR,451,,,,,cap_250_per_creator 2W
valid_return_count,SPY,101,,,,,cap_250_per_creator 2Y
valid_return_count,QQQ,101,,,,,cap_250_per_creator 2Y
valid_return_count,IWM,101,,,,,cap_250_per_creator 2Y
valid_return_count,SECTOR,100,,,,,cap_250_per_creator 2Y
valid_return_count,SPY,367,,,,,cap_250_per_creator 3M
valid_return_count,QQQ,367,,,,,cap_250_per_creator 3M
valid_return_count,IWM,367,,,,,cap_250_per_creator 3M
valid_return_count,SECTOR,366,,,,,cap_250_per_creator 3M
valid_return_count,SPY,440,,,,,cap_250_per_creator 3W
valid_return_count,QQQ,440,,,,,cap_250_per_creator 3W
valid_return_count,IWM,440,,,,,cap_250_per_creator 3W
valid_return_count,SECTOR,438,,,,,cap_250_per_creator 3W
valid_return_count,SPY,277,,,,,cap_250_per_creator 6M
valid_return_count,QQQ,277,,,,,cap_250_per_creator 6M
valid_return_count,IWM,277,,,,,cap_250_per_creator 6M
valid_return_count,SECTOR,276,,,,,cap_250_per_creator 6M
valid_return_count,SPY,471,,,,,cap_250_per_creator END_OF_SAMPLE
valid_return_count,QQQ,471,,,,,cap_250_per_creator END_OF_SAMPLE
valid_return_count,IWM,471,,,,,cap_250_per_creator END_OF_SAMPLE
valid_return_count,SECTOR,469,,,,,cap_250_per_creator END_OF_SAMPLE
valid_return_count,SPY,471,,,,,cap_250_per_creator PRE_1M
valid_return_count,QQQ,471,,,,,cap_250_per_creator PRE_1M
valid_return_count,IWM,471,,,,,cap_250_per_creator PRE_1M
valid_return_count,SECTOR,469,,,,,cap_250_per_creator PRE_1M
valid_return_count,SPY,471,,,,,cap_250_per_creator PRE_1W
valid_return_count,QQQ,471,,,,,cap_250_per_creator PRE_1W
valid_return_count,IWM,471,,,,,cap_250_per_creator PRE_1W
valid_return_count,SECTOR,469,,,,,cap_250_per_creator PRE_1W
valid_return_count,SPY,471,,,,,cap_250_per_creator PRE_3M
valid_return_count,QQQ,471,,,,,cap_250_per_creator PRE_3M
valid_return_count,IWM,471,,,,,cap_250_per_creator PRE_3M
valid_return_count,SECTOR,469,,,,,cap_250_per_creator PRE_3M
valid_return_count,SPY,471,,,,,cap_500_per_creator 1D
valid_return_count,QQQ,471,,,,,cap_500_per_creator 1D
valid_return_count,IWM,471,,,,,cap_500_per_creator 1D
valid_return_count,SECTOR,469,,,,,cap_500_per_creator 1D
valid_return_count,SPY,430,,,,,cap_500_per_creator 1M
valid_return_count,QQQ,430,,,,,cap_500_per_creator 1M
valid_return_count,IWM,430,,,,,cap_500_per_creator 1M
valid_return_count,SECTOR,428,,,,,cap_500_per_creator 1M
valid_return_count,SPY,465,,,,,cap_500_per_creator 1W
valid_return_count,QQQ,465,,,,,cap_500_per_creator 1W
valid_return_count,IWM,465,,,,,cap_500_per_creator 1W
valid_return_count,SECTOR,463,,,,,cap_500_per_creator 1W
valid_return_count,SPY,196,,,,,cap_500_per_creator 1Y
valid_return_count,QQQ,196,,,,,cap_500_per_creator 1Y
valid_return_count,IWM,196,,,,,cap_500_per_creator 1Y
valid_return_count,SECTOR,195,,,,,cap_500_per_creator 1Y
valid_return_count,SPY,409,,,,,cap_500_per_creator 2M
valid_return_count,QQQ,409,,,,,cap_500_per_creator 2M
valid_return_count,IWM,409,,,,,cap_500_per_creator 2M
valid_return_count,SECTOR,408,,,,,cap_500_per_creator 2M
valid_return_count,SPY,453,,,,,cap_500_per_creator 2W
valid_return_count,QQQ,453,,,,,cap_500_per_creator 2W
valid_return_count,IWM,453,,,,,cap_500_per_creator 2W
valid_return_count,SECTOR,451,,,,,cap_500_per_creator 2W
valid_return_count,SPY,101,,,,,cap_500_per_creator 2Y
valid_return_count,QQQ,101,,,,,cap_500_per_creator 2Y
valid_return_count,IWM,101,,,,,cap_500_per_creator 2Y
valid_return_count,SECTOR,100,,,,,cap_500_per_creator 2Y
valid_return_count,SPY,367,,,,,cap_500_per_creator 3M
valid_return_count,QQQ,367,,,,,cap_500_per_creator 3M
valid_return_count,IWM,367,,,,,cap_500_per_creator 3M
valid_return_count,SECTOR,366,,,,,cap_500_per_creator 3M
valid_return_count,SPY,440,,,,,cap_500_per_creator 3W
valid_return_count,QQQ,440,,,,,cap_500_per_creator 3W
valid_return_count,IWM,440,,,,,cap_500_per_creator 3W
valid_return_count,SECTOR,438,,,,,cap_500_per_creator 3W
valid_return_count,SPY,277,,,,,cap_500_per_creator 6M
valid_return_count,QQQ,277,,,,,cap_500_per_creator 6M
valid_return_count,IWM,277,,,,,cap_500_per_creator 6M
valid_return_count,SECTOR,276,,,,,cap_500_per_creator 6M
valid_return_count,SPY,471,,,,,cap_500_per_creator END_OF_SAMPLE
valid_return_count,QQQ,471,,,,,cap_500_per_creator END_OF_SAMPLE
valid_return_count,IWM,471,,,,,cap_500_per_creator END_OF_SAMPLE
valid_return_count,SECTOR,469,,,,,cap_500_per_creator END_OF_SAMPLE
valid_return_count,SPY,471,,,,,cap_500_per_creator PRE_1M
valid_return_count,QQQ,471,,,,,cap_500_per_creator PRE_1M
valid_return_count,IWM,471,,,,,cap_500_per_creator PRE_1M
valid_return_count,SECTOR,469,,,,,cap_500_per_creator PRE_1M
valid_return_count,SPY,471,,,,,cap_500_per_creator PRE_1W
valid_return_count,QQQ,471,,,,,cap_500_per_creator PRE_1W
valid_return_count,IWM,471,,,,,cap_500_per_creator PRE_1W
valid_return_count,SECTOR,469,,,,,cap_500_per_creator PRE_1W
valid_return_count,SPY,471,,,,,cap_500_per_creator PRE_3M
valid_return_count,QQQ,471,,,,,cap_500_per_creator PRE_3M
valid_return_count,IWM,471,,,,,cap_500_per_creator PRE_3M
valid_return_count,SECTOR,469,,,,,cap_500_per_creator PRE_3M
valid_return_count,SPY,471,,,,,uncapped_full 1D
valid_return_count,QQQ,471,,,,,uncapped_full 1D
valid_return_count,IWM,471,,,,,uncapped_full 1D
valid_return_count,SECTOR,469,,,,,uncapped_full 1D
valid_return_count,SPY,430,,,,,uncapped_full 1M
valid_return_count,QQQ,430,,,,,uncapped_full 1M
valid_return_count,IWM,430,,,,,uncapped_full 1M
valid_return_count,SECTOR,428,,,,,uncapped_full 1M
valid_return_count,SPY,465,,,,,uncapped_full 1W
valid_return_count,QQQ,465,,,,,uncapped_full 1W
valid_return_count,IWM,465,,,,,uncapped_full 1W
valid_return_count,SECTOR,463,,,,,uncapped_full 1W
valid_return_count,SPY,196,,,,,uncapped_full 1Y
valid_return_count,QQQ,196,,,,,uncapped_full 1Y
valid_return_count,IWM,196,,,,,uncapped_full 1Y
valid_return_count,SECTOR,195,,,,,uncapped_full 1Y
valid_return_count,SPY,409,,,,,uncapped_full 2M
valid_return_count,QQQ,409,,,,,uncapped_full 2M
valid_return_count,IWM,409,,,,,uncapped_full 2M
valid_return_count,SECTOR,408,,,,,uncapped_full 2M
valid_return_count,SPY,453,,,,,uncapped_full 2W
valid_return_count,QQQ,453,,,,,uncapped_full 2W
valid_return_count,IWM,453,,,,,uncapped_full 2W
valid_return_count,SECTOR,451,,,,,uncapped_full 2W
valid_return_count,SPY,101,,,,,uncapped_full 2Y
valid_return_count,QQQ,101,,,,,uncapped_full 2Y
valid_return_count,IWM,101,,,,,uncapped_full 2Y
valid_return_count,SECTOR,100,,,,,uncapped_full 2Y
valid_return_count,SPY,367,,,,,uncapped_full 3M
valid_return_count,QQQ,367,,,,,uncapped_full 3M
valid_return_count,IWM,367,,,,,uncapped_full 3M
valid_return_count,SECTOR,366,,,,,uncapped_full 3M
valid_return_count,SPY,440,,,,,uncapped_full 3W
valid_return_count,QQQ,440,,,,,uncapped_full 3W
valid_return_count,IWM,440,,,,,uncapped_full 3W
valid_return_count,SECTOR,438,,,,,uncapped_full 3W
valid_return_count,SPY,277,,,,,uncapped_full 6M
valid_return_count,QQQ,277,,,,,uncapped_full 6M
valid_return_count,IWM,277,,,,,uncapped_full 6M
valid_return_count,SECTOR,276,,,,,uncapped_full 6M
valid_return_count,SPY,471,,,,,uncapped_full END_OF_SAMPLE
valid_return_count,QQQ,471,,,,,uncapped_full END_OF_SAMPLE
valid_return_count,IWM,471,,,,,uncapped_full END_OF_SAMPLE
valid_return_count,SECTOR,469,,,,,uncapped_full END_OF_SAMPLE
valid_return_count,SPY,471,,,,,uncapped_full PRE_1M
valid_return_count,QQQ,471,,,,,uncapped_full PRE_1M
valid_return_count,IWM,471,,,,,uncapped_full PRE_1M
valid_return_count,SECTOR,469,,,,,uncapped_full PRE_1M
valid_return_count,SPY,471,,,,,uncapped_full PRE_1W
valid_return_count,QQQ,471,,,,,uncapped_full PRE_1W
valid_return_count,IWM,471,,,,,uncapped_full PRE_1W
valid_return_count,SECTOR,469,,,,,uncapped_full PRE_1W
valid_return_count,SPY,471,,,,,uncapped_full PRE_3M
valid_return_count,QQQ,471,,,,,uncapped_full PRE_3M
valid_return_count,IWM,471,,,,,uncapped_full PRE_3M
valid_return_count,SECTOR,469,,,,,uncapped_full PRE_3M
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample 1D
invalid_reason_count,insufficient_future_data,6,,,,,balanced_creator_year_sample 1M
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample 1M
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample 1W
invalid_reason_count,insufficient_future_data,68,,,,,balanced_creator_year_sample 1Y
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample 1Y
invalid_reason_count,insufficient_future_data,15,,,,,balanced_creator_year_sample 2M
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample 2M
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample 2W
invalid_reason_count,insufficient_future_data,94,,,,,balanced_creator_year_sample 2Y
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample 2Y
invalid_reason_count,insufficient_future_data,23,,,,,balanced_creator_year_sample 3M
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample 3M
invalid_reason_count,insufficient_future_data,1,,,,,balanced_creator_year_sample 3W
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample 3W
invalid_reason_count,insufficient_future_data,48,,,,,balanced_creator_year_sample 6M
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample 6M
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample END_OF_SAMPLE
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample PRE_1M
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample PRE_1W
invalid_reason_count,missing_ticker_prices,1,,,,,balanced_creator_year_sample PRE_3M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator 1D
invalid_reason_count,insufficient_future_data,41,,,,,cap_1000_per_creator 1M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator 1M
invalid_reason_count,insufficient_future_data,6,,,,,cap_1000_per_creator 1W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator 1W
invalid_reason_count,insufficient_future_data,275,,,,,cap_1000_per_creator 1Y
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator 1Y
