packet_rank,video_id,title,channel_title,upload_date,year,youtube_url,selected_reason,transcript_text,transcript_source,collected_at,collector_notes
19,N0QI5-ov7E4,AMC STOCK: LOST IT ALL!,ZipTrader,2023-07-24T23:22:16Z,2023,https://www.youtube.com/watch?v=N0QI5-ov7E4,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
20,JhSjuXYUmWg,*BUYING THIS NOW*,ZipTrader,2023-07-17T01:28:56Z,2023,https://www.youtube.com/watch?v=JhSjuXYUmWg,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
21,4xQLFH_Ce4c,Big Short Investor Explains the Commercial Real Estate Crisis,New Money,2023-07-15T13:43:59Z,2023,https://www.youtube.com/watch?v=4xQLFH_Ce4c,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
22,BvjlyNfkGKw,The Stock Market Is About To Go Bonkers,Sasha Yanshin,2023-07-12T15:43:18Z,2023,https://www.youtube.com/watch?v=BvjlyNfkGKw,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
23,B0iJB-H1SpM,SELLING EVERYTHING NOW!,ZipTrader,2023-07-03T00:48:14Z,2023,https://www.youtube.com/watch?v=B0iJB-H1SpM,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
24,K50GBj4u-_w,TOP 5 AI STOCKS UNDER $10,ZipTrader,2023-06-21T22:50:28Z,2023,https://www.youtube.com/watch?v=K50GBj4u-_w,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
25,yT1qE1umd_w,The Stock Market Is About To Go Badaboom!,Sasha Yanshin,2023-06-13T15:42:53Z,2023,https://www.youtube.com/watch?v=yT1qE1umd_w,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
26,3zQ6TUY8LOI,Stocks Continue Falling - What I’m Doing Now,Joseph Carlson,2023-10-03T20:31:11Z,2023,https://www.youtube.com/watch?v=3zQ6TUY8LOI,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
27,rk-udmYnA_0,"Why I Spent $70,000 On This Stock",Joseph Carlson,2023-09-26T21:27:24Z,2023,https://www.youtube.com/watch?v=rk-udmYnA_0,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
28,R6eKR9uY0nY,Top AI Chip Stocks I'm Buying Now (HUGE AI News),Ticker Symbol: YOU,2023-09-17T15:07:00Z,2023,https://www.youtube.com/watch?v=R6eKR9uY0nY,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
29,mvApB6JVIDA,WARNING: Palantir is NOT the AI Stock You Think (PLTR Stock),Ticker Symbol: YOU,2023-09-09T15:55:36Z,2023,https://www.youtube.com/watch?v=mvApB6JVIDA,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
30,sSrfO6Ux8FY,I’m Done Buying Stocks,Joseph Carlson,2023-09-01T19:10:37Z,2023,https://www.youtube.com/watch?v=sSrfO6Ux8FY,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
31,AQ0_c-hz9kE,Cathie Wood's Mistake Could Cost ARK Invest Everything,Ticker Symbol: YOU,2023-08-31T15:22:22Z,2023,https://www.youtube.com/watch?v=AQ0_c-hz9kE,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
32,t9xmrNY7kcM,The Next Nvidia Stock? ARM IPO Overview (ARM Stock),Ticker Symbol: YOU,2023-08-25T15:03:48Z,2023,https://www.youtube.com/watch?v=t9xmrNY7kcM,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
33,TEphC2SHIb0,I Review The Best Stocks In The Market,Joseph Carlson,2023-08-21T19:29:59Z,2023,https://www.youtube.com/watch?v=TEphC2SHIb0,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
34,s-pInYFNytY,I'm Investing in Google's HUGE Robotics Breakthrough,Ticker Symbol: YOU,2023-08-13T16:18:51Z,2023,https://www.youtube.com/watch?v=s-pInYFNytY,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
35,NRkjZ6qYVjY,These Two Investors Keep Beating The Market,Joseph Carlson,2023-08-11T19:24:13Z,2023,https://www.youtube.com/watch?v=NRkjZ6qYVjY,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
36,ddIgq695m2w,Nvidia Stock is Getting Insane.,New Money,2023-07-09T15:00:33Z,2023,https://www.youtube.com/watch?v=ddIgq695m2w,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
37,3jgI0Bc2HCQ,The Tesla Stock Trojan Horse,Sasha Yanshin,2023-06-09T20:18:44Z,2023,https://www.youtube.com/watch?v=3jgI0Bc2HCQ,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
38,NIL2mrHXo78,Is This Literally The Best Investing Strategy that Exists?,New Money,2023-06-09T14:19:04Z,2023,https://www.youtube.com/watch?v=NIL2mrHXo78,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
39,-QyKRxUHeOQ,The Stock Market Is About To Go Bananas,Sasha Yanshin,2023-06-05T17:40:06Z,2023,https://www.youtube.com/watch?v=-QyKRxUHeOQ,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
40,h3nwj5RPCqc,Michael Burry Just Doubled Down on Stocks,New Money,2023-05-22T15:00:22Z,2023,https://www.youtube.com/watch?v=h3nwj5RPCqc,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
41,lfB7fgJJD84,Charlie Munger's New Warning for the 2023 Stock Market,New Money,2023-05-18T16:45:09Z,2023,https://www.youtube.com/watch?v=lfB7fgJJD84,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
42,Rnr-IEeVq4I,The Biggest Stock Market Crash EVER Is Coming,Sasha Yanshin,2023-05-11T18:11:19Z,2023,https://www.youtube.com/watch?v=Rnr-IEeVq4I,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
43,VvlHcwjVJo0,The Stock Market Is About To Explode,Sasha Yanshin,2023-05-10T16:17:06Z,2023,https://www.youtube.com/watch?v=VvlHcwjVJo0,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
44,fb_Ep9N2b3k,Charlie Munger: Investing During the 2023 Recession,New Money,2023-04-25T15:30:15Z,2023,https://www.youtube.com/watch?v=fb_Ep9N2b3k,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
45,lYltAjSAk2Y,Tesla Stock Is F*cked (Q1 Earnings),Sasha Yanshin,2023-04-20T13:12:26Z,2023,https://www.youtube.com/watch?v=lYltAjSAk2Y,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
46,7YTlmXN5jUM,Escorted out of Tesla Investor Day 😢,HyperChange,2023-03-01T18:43:08Z,2023,https://www.youtube.com/watch?v=7YTlmXN5jUM,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
47,m8n0tTz8Cr0,Magrathea: Sustainable Magnesium & Metal Without Mining 🌊☀️,HyperChange,2023-12-28T18:58:49Z,2023,https://www.youtube.com/watch?v=m8n0tTz8Cr0,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
48,zCP9qQcivK8,Rivian is working on an E-Bike 🚲💫,HyperChange,2023-12-27T02:16:08Z,2023,https://www.youtube.com/watch?v=zCP9qQcivK8,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
49,r2ThcnfAIAs,Did Starlink Just Hit A $100B Valuation? 📡💸,HyperChange,2023-12-22T06:16:18Z,2023,https://www.youtube.com/watch?v=r2ThcnfAIAs,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
50,ShMP5aMYFfk,THIS IS ALARMING... [just happened],ZipTrader,2023-11-28T23:20:40Z,2023,https://www.youtube.com/watch?v=ShMP5aMYFfk,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
51,VEyEzitj8ek,IT'S OVER! ARK Invest Sold Nvidia for THESE AI Stocks,Ticker Symbol: YOU,2023-07-31T15:04:03Z,2023,https://www.youtube.com/watch?v=VEyEzitj8ek,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
52,rShdIJTUaWo,I Just Bought 3 Stocks,Joseph Carlson,2023-07-28T19:09:12Z,2023,https://www.youtube.com/watch?v=rShdIJTUaWo,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
53,iXqXOddmRp8,Top 3 Chip Stocks I'm Buying Now (Over Nvidia Stock),Ticker Symbol: YOU,2023-07-23T16:02:47Z,2023,https://www.youtube.com/watch?v=iXqXOddmRp8,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
54,k7IVjqZ07kA,Microsoft Buying Activision Blizzard Changes Gaming Forever,Ticker Symbol: YOU,2023-07-16T16:47:49Z,2023,https://www.youtube.com/watch?v=k7IVjqZ07kA,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
55,x_s6B9kMbfc,3 Stocks I'm Buying Today | Joseph Carlson Ep. 330,Joseph Carlson,2023-07-03T20:48:58Z,2023,https://www.youtube.com/watch?v=x_s6B9kMbfc,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
56,cEwYL00-by8,Top AI Stocks to Buy Now (Even Over Nvidia Stock!),Ticker Symbol: YOU,2023-06-29T15:32:16Z,2023,https://www.youtube.com/watch?v=cEwYL00-by8,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
57,LEcBN75Z46U,I Valued Every Stock I Own | Ep. 327,Joseph Carlson,2023-06-22T17:45:17Z,2023,https://www.youtube.com/watch?v=LEcBN75Z46U,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
58,mQS1tCQUiAM,How To Build A Monster Dividend Portfolio | Ep. 325,Joseph Carlson,2023-06-09T18:43:03Z,2023,https://www.youtube.com/watch?v=mQS1tCQUiAM,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
59,TWo9BtPL3Mk,History Repeats Itself! Top AI Stocks to Buy Now,Ticker Symbol: YOU,2023-06-08T15:07:23Z,2023,https://www.youtube.com/watch?v=TWo9BtPL3Mk,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
60,yrzRIZtGWvY,The Best Unknown Investor Alive,Joseph Carlson,2023-05-30T18:14:22Z,2023,https://www.youtube.com/watch?v=yrzRIZtGWvY,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
61,SRdUtwpyxMY,The Stock Market Is About To Explode,Sasha Yanshin,2023-04-12T15:46:38Z,2023,https://www.youtube.com/watch?v=SRdUtwpyxMY,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
62,_1ZjhVSOR10,What Happens To Your Investments If Your Broker Collapses?,Sasha Yanshin,2023-03-20T18:36:53Z,2023,https://www.youtube.com/watch?v=_1ZjhVSOR10,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
63,PU7Sv9RCxmI,Investing During an Economic Crisis (The Guy Spier Interview),New Money,2023-03-18T15:00:15Z,2023,https://www.youtube.com/watch?v=PU7Sv9RCxmI,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
64,TcXlp8y4Pt8,The Stock Market Is About To Go Bonkers,Sasha Yanshin,2023-03-14T16:51:57Z,2023,https://www.youtube.com/watch?v=TcXlp8y4Pt8,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
65,NBtCpvb9c0U,Warren Buffett: 3 Powerful Lessons for Investors,New Money,2023-03-12T15:00:12Z,2023,https://www.youtube.com/watch?v=NBtCpvb9c0U,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
66,GAtbRlVKdAE,F*ck The Stock Market Crash (URGENT WARNING),Sasha Yanshin,2023-03-08T18:36:43Z,2023,https://www.youtube.com/watch?v=GAtbRlVKdAE,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
67,yAESR73TXN4,Best Stocks and Shares ISA 2023,Sasha Yanshin,2023-03-07T18:09:24Z,2023,https://www.youtube.com/watch?v=yAESR73TXN4,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
68,DBGmU9IQW-k,Michael Burry BUYS Alibaba Stock,New Money,2023-02-20T16:00:08Z,2023,https://www.youtube.com/watch?v=DBGmU9IQW-k,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
69,Shuu4f_5YMY,How to Calculate the Intrinsic Value of a Stock (Full Example),New Money,2023-02-10T15:42:05Z,2023,https://www.youtube.com/watch?v=Shuu4f_5YMY,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
70,pLYSsx5Y0Hg,The 5 WORST Investing Mistakes for 2023 (Investing for Beginners),New Money,2023-02-01T15:00:35Z,2023,https://www.youtube.com/watch?v=pLYSsx5Y0Hg,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
71,MGOo06xzCeU,Waymo vs Tesla Self-Drive Test w/ Whole Mars,HyperChange,2023-11-21T04:45:31Z,2023,https://www.youtube.com/watch?v=MGOo06xzCeU,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
72,hFo7wo2cmBY,UNTHINKABLE IS HAPPENING!,ZipTrader,2023-11-19T23:00:21Z,2023,https://www.youtube.com/watch?v=hFo7wo2cmBY,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
73,-hhpFtTmga0,THIS IS HORRIFYING....,ZipTrader,2023-11-09T22:37:33Z,2023,https://www.youtube.com/watch?v=-hhpFtTmga0,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
74,_EP-Zk3QpZ4,HOURS AGO THIS HAPPENED....,ZipTrader,2023-11-08T00:57:12Z,2023,https://www.youtube.com/watch?v=_EP-Zk3QpZ4,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
75,mQeuQSFCKDw,TRIGGER PULLED! [24 HOURS],ZipTrader,2023-11-06T01:40:14Z,2023,https://www.youtube.com/watch?v=mQeuQSFCKDw,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
76,jraCU6kiAuU,NVIDIA WORTH TRILLIONS! Too Late to Buy NVDA Stock?,Ticker Symbol: YOU,2023-05-28T18:03:38Z,2023,https://www.youtube.com/watch?v=jraCU6kiAuU,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
77,lP2yzEsKx3Q,"I Just Bought $20,000 Of This Stock",Joseph Carlson,2023-05-19T18:48:01Z,2023,https://www.youtube.com/watch?v=lP2yzEsKx3Q,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
78,jZfRtDohmqw,I'm Buying More Of This Stock Now,Joseph Carlson,2023-05-04T23:35:37Z,2023,https://www.youtube.com/watch?v=jZfRtDohmqw,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
79,5uM39lEwYYg,Finding the Best Stocks with ChatGPT (Easy Shortcut),Ticker Symbol: YOU,2023-04-23T15:24:01Z,2023,https://www.youtube.com/watch?v=5uM39lEwYYg,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
80,iZu4i5ExSm0,"I Might Spend $10,000 On This Stock Today",Joseph Carlson,2023-04-03T20:41:30Z,2023,https://www.youtube.com/watch?v=iZu4i5ExSm0,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
81,N8MmnrIu-Ig,Michael Burry Just Gave Up - Why I'm Still Buying,Joseph Carlson,2023-03-30T20:24:31Z,2023,https://www.youtube.com/watch?v=N8MmnrIu-Ig,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
82,fFcPcHfXDwY,Top 4 High Growth ETFs to Buy in 2023 (Best AI Stocks),Ticker Symbol: YOU,2023-03-30T15:07:00Z,2023,https://www.youtube.com/watch?v=fFcPcHfXDwY,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
83,p8HYOjckS5A,🚀 Bigger Than ChatGPT? 4 Ways to Buy SpaceX Stock Now,Ticker Symbol: YOU,2023-03-26T15:07:00Z,2023,https://www.youtube.com/watch?v=p8HYOjckS5A,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
84,YWT-qViOmx4,Why I’m NOT Buying Bank Stocks (Banking Crisis Continues),Joseph Carlson,2023-03-20T21:41:00Z,2023,https://www.youtube.com/watch?v=YWT-qViOmx4,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
85,wHPwpq0Dy8s,GPT-4 Makes Nvidia the BEST AI Company on Earth (NVDA Stock),Ticker Symbol: YOU,2023-03-19T17:29:28Z,2023,https://www.youtube.com/watch?v=wHPwpq0Dy8s,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
86,5VdG0eyAb-o,2023 Stock Market Crash Starts Next Week,Sasha Yanshin,2023-02-23T19:32:56Z,2023,https://www.youtube.com/watch?v=5VdG0eyAb-o,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
87,-TjWq-bXJkA,Tesla Stock Is About To Go Ballistic,Sasha Yanshin,2023-02-21T14:00:00Z,2023,https://www.youtube.com/watch?v=-TjWq-bXJkA,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
88,mxhKindY644,"Roses Are Red, Violets Are Blue, Inflation Is Down, Short Sellers F*ck You",Sasha Yanshin,2023-02-14T15:34:54Z,2023,https://www.youtube.com/watch?v=mxhKindY644,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
89,QWJMkcDHjok,Palantir Stock Has A Big Problem - Q4 Earnings Update,Sasha Yanshin,2023-02-14T14:04:17Z,2023,https://www.youtube.com/watch?v=QWJMkcDHjok,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
90,csQtt7J1EsM,7 Rules For Investing In Stocks,Sasha Yanshin,2023-02-09T19:09:29Z,2023,https://www.youtube.com/watch?v=csQtt7J1EsM,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
91,jbxaUpJTb2M,Charlie Munger: How to Invest,New Money,2023-01-27T15:00:34Z,2023,https://www.youtube.com/watch?v=jbxaUpJTb2M,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
92,pQ6QAqk3lww,Warren Buffett's Top 5 Stocks for 2023,New Money,2023-01-16T16:15:38Z,2023,https://www.youtube.com/watch?v=pQ6QAqk3lww,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
93,f555UWjlKho,"The U.S. Economy Enters ""The Most Dangerous Time"" in History (Jamie Dimon Explains)",New Money,2023-12-09T13:30:15Z,2023,https://www.youtube.com/watch?v=f555UWjlKho,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
94,3lcRdAmHgKc,Lasting Lessons from Charlie Munger.,New Money,2023-12-02T13:21:25Z,2023,https://www.youtube.com/watch?v=3lcRdAmHgKc,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
95,csfAd_kDh5A,How Did OpenAI Go So Badly Wrong?,New Money,2023-11-30T15:04:44Z,2023,https://www.youtube.com/watch?v=csfAd_kDh5A,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
96,MqsAm95h71Y,BIG MONEY DOING THIS!,ZipTrader,2023-11-01T00:51:13Z,2023,https://www.youtube.com/watch?v=MqsAm95h71Y,older_year:2023,,manual_public_youtube_transcript_ui,,Fill transcript_text manually from YouTube public captions or auto-generated transcript.
